1.624345363663241670e+00,-6.117564136500753813e-01,-5.281717522634556961e-01
-1.072968622156170504e+00,8.654076293246785179e-01,-2.301538696880282675e+00
1.744811764216479988e+00,-7.612069008951027893e-01,3.190390960570985701e-01
-2.493703754774100889e-01,1.462107937044974104e+00,-2.060140709497654044e+00
-3.224172040135074857e-01,-3.840543546684156428e-01,1.133769442335437416e+00
-1.099891267314030863e+00,-1.724282075504357525e-01,-8.778584179213717587e-01
4.221374671559283143e-02,5.828152137158222335e-01,-1.100619177212921240e+00
1.144723709839614134e+00,9.015907205927955470e-01,5.024943389018682316e-01
9.008559492644118150e-01,-6.837278591743330969e-01,-1.228902255186481718e-01
-9.357694342590687775e-01,-2.678880796260159070e-01,5.303554667381860099e-01
-6.916607517253090531e-01,-3.967535268559773676e-01,-6.871727001195994111e-01
-8.452056414987195732e-01,-6.712461308368190549e-01,-1.266459891890136039e-02
-1.117310348635277784e+00,2.344156978170921501e-01,1.659802177109870547e+00
7.420441605773355764e-01,-1.918355523616149250e-01,-8.876289640848362694e-01
-7.471582937508376432e-01,1.692454601027746586e+00,5.080775477602896689e-02
-6.369956465693533687e-01,1.909154846674660233e-01,2.100255136478842211e+00
1.201589524816291527e-01,6.172031097074192063e-01,3.001703199558274915e-01
-3.522498464935186480e-01,-1.142518198022140163e+00,-3.493427224128775044e-01
-2.088942333747781099e-01,5.866231911821976341e-01,8.389834138745049241e-01
9.311020813035573163e-01,2.855873252542587837e-01,8.851411642707280869e-01
